0,0,0,200,0,0,0,0,0,0,0,0,0,200,0,0,0,0,10,0
20,200,0,0,100,100,50,10,200,0,200,0,0,2,17,0,100,0,0,0
0,0,45,0,0,300,0,0,175,100,0,0,1000,100,0,200,0,300,30,55
100,0,0,200,0,0,0,0,0,0,0,101,0,0,100,0,0,200,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,|B|,|B|
0,0,10,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,|B|,|B|
0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,|B|,|B|,|B|
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,|B|,|B|,|B|
0,0,0,0,0,0,0,0,0,0,0,|B|,0,0,0,0,0,|B|,|B|,|B|
0,0,0,0,0,0,0,0,0,0,0,|B|,0,0,0,0,0,|B|,|B|,|B|
0,0,0,0,0,0,0,0,0,0,0,|B|,|B|,0,|B|,|B|,0,|B|,|B|,|B|
0,0,0,0,0,0,0,0,0,0,0,|B|,|B|,0,|B|,|B|,0,|B|,|B|,|B|
|B|,0,0,0,0,0,0,0,0,0,0,|B|,|B|,|B|,|B|,|B|,0,|B|,|B|,|B|
|B|,0,0,0,0,0,0,0,0,|B|,0,|B|,|B|,|B|,|B|,|B|,0,|B|,|B|,|B|
|B|,|B|,0,0,0,0,|B|,0,0,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|
|B|,|B|,0,0,|B|,|B|,|B|,0,0,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|
|B|,|B|,0,0,|B|,|B|,|B|,0,0,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|
|B|,|B|,0,0,|B|,|B|,|B|,0,0,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|
|B|,|B|,|B|,|B|,|B|,|B|,|B|,0,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|
|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|,|B|
